[0.13614313 0.21153566 0.03041862 0.2707302  0.31508353 0.03608894],[0.06400279 0.11166949 0.00780984 0.0910522  0.0972693  0.00783847]
[0.13719524 0.21756357 0.02768448 0.2670392  0.31054655 0.03997139],[0.06811285 0.11430174 0.00588613 0.08847761 0.09987577 0.01338235]
[0.14844324 0.21147837 0.02804902 0.25879407 0.31889242 0.0343429 ],[0.06898564 0.10689116 0.00461111 0.07716668 0.09452174 0.006616  ]
[0.12493098 0.20192823 0.02859035 0.26544693 0.34521788 0.03388495],[0.05741479 0.10564402 0.00688129 0.08304233 0.10548765 0.00816759]
[0.14037049 0.21462415 0.02893487 0.2644704  0.314741   0.03685912],[0.06824561 0.1106086  0.00516064 0.08800239 0.10044931 0.00872982]
[0.13297611 0.23383094 0.03187244 0.24477674 0.31878558 0.03775801],[0.06364972 0.12058287 0.00735169 0.08074714 0.10158468 0.00977591]
[0.13877273 0.21969005 0.03057101 0.2538794  0.32179335 0.03529379],[0.07054191 0.11623948 0.00685162 0.08498438 0.10434628 0.00714013]
[0.11481111 0.19507065 0.0282255  0.27761102 0.33754474 0.04673676],[0.050496   0.10126785 0.00360343 0.08584058 0.09537661 0.01199373]
[0.10384694 0.19788463 0.02916712 0.28211856 0.34714663 0.03983618],[0.04319184 0.09938771 0.004813   0.08568527 0.09748422 0.00872864]
[0.12256097 0.21877842 0.03031026 0.24765632 0.3393228  0.04137101],[0.05757191 0.10927828 0.00525618 0.08075215 0.10592897 0.00997784]
[0.13817978 0.21083361 0.02775285 0.24174039 0.33836028 0.04313325],[0.06553075 0.1049875  0.00455778 0.07812715 0.10506229 0.01308785]
[0.12404493 0.22789998 0.02912734 0.26912135 0.31404006 0.03576621],[0.05602804 0.11325688 0.00575284 0.08837269 0.09825336 0.00784259]
[0.12349704 0.22305825 0.02998253 0.2549898  0.32742718 0.04104509],[0.05516133 0.11149957 0.0049411  0.08063283 0.10026863 0.00898879]
[0.12323353 0.22414869 0.02727605 0.26888317 0.31902337 0.03743544],[0.05488164 0.11706426 0.00434493 0.08640229 0.09987452 0.00912067]
[0.12377577 0.23614365 0.02729177 0.2723284  0.3034159  0.03704417],[0.0567934  0.12221193 0.00453644 0.09365401 0.09972104 0.00904186]
[0.11385306 0.24638216 0.03401771 0.26347062 0.30180052 0.04047601],[0.05187422 0.12525652 0.0075826  0.08724714 0.09488342 0.0099517 ]
[0.12017686 0.21693362 0.03180176 0.25987548 0.32662344 0.04458924],[0.05543219 0.1061829  0.00471839 0.08290431 0.09460764 0.01151844]
[0.10706031 0.23016353 0.0327471  0.27390656 0.313523   0.04260075],[0.04702328 0.11568417 0.00553955 0.08881794 0.0950001  0.01170698]
[0.12446876 0.21495372 0.02877129 0.26393327 0.3283418  0.03953195],[0.05581455 0.10800142 0.00449351 0.0865717  0.09758877 0.00870797]
[0.14116684 0.20793651 0.03441706 0.26718065 0.31172094 0.03757857],[0.0670126  0.10273308 0.007506   0.08439134 0.09455094 0.00896353]
[0.12773792 0.21260963 0.0317856  0.28722596 0.3043712  0.03626955],[0.06080048 0.10784158 0.00604002 0.09014386 0.09031444 0.00781279]
[0.13543168 0.24240495 0.03132931 0.2516411  0.30034488 0.03884801],[0.0606515  0.11762674 0.00575603 0.0767296  0.08923992 0.00827957]
[0.13789277 0.22490531 0.02957524 0.27855098 0.2949236  0.03415246],[0.06043943 0.11156988 0.00455307 0.08562178 0.08571149 0.0057666 ]
[0.1254668  0.22320105 0.02974208 0.25804105 0.312813   0.05073586],[0.06029744 0.10996117 0.00478169 0.08064581 0.0926499  0.01724738]
[0.14570871 0.19998786 0.02937298 0.25386772 0.32132068 0.04974202],[0.06866463 0.10169793 0.00517277 0.0798299  0.0955777  0.01626001]
[0.12019119 0.19981813 0.03341722 0.23720837 0.36713275 0.04223263],[0.05335506 0.10057396 0.00627934 0.07283472 0.11049743 0.00952154]
[0.1384482  0.19697344 0.03071726 0.27252862 0.32160294 0.03973017],[0.06357406 0.09965088 0.00518315 0.08549831 0.09365915 0.00881099]
[0.13506256 0.19480199 0.02822538 0.2738711  0.33080003 0.03723959],[0.06599564 0.10286495 0.00638323 0.09157907 0.09995218 0.0093617 ]
[0.12735048 0.21195114 0.02838013 0.2599098  0.3308308  0.04157724],[0.05848069 0.10530798 0.00389326 0.07842492 0.09760146 0.01079736]
[0.14977849 0.2152099  0.03232476 0.25499213 0.3007919  0.04690291],[0.07550615 0.10623611 0.00550183 0.0785268  0.08789491 0.01351208]
[0.1446983  0.21943414 0.02939341 0.26505047 0.30346066 0.03796316],[0.07137531 0.11290193 0.00560171 0.08264271 0.09300709 0.01009206]
[0.11456814 0.2329142  0.03672197 0.27475318 0.3006037  0.04043853],[0.05295472 0.11799082 0.00911874 0.08756846 0.09140714 0.00937123]
[0.12216551 0.20683178 0.03033421 0.27292648 0.3326421  0.0351    ],[0.05412555 0.10582674 0.006735   0.09024274 0.10281721 0.00672508]
[0.12427892 0.19551799 0.03299663 0.2834091  0.32698295 0.03681411],[0.05810354 0.09976953 0.0072983  0.09171468 0.0998722  0.00709279]
[0.15000175 0.20162997 0.02953674 0.26795638 0.31192175 0.03895366],[0.07849477 0.10662199 0.00630103 0.08926788 0.09776861 0.00955781]
[0.15310594 0.21770474 0.03032278 0.26346523 0.30009204 0.03530887],[0.07834181 0.11082216 0.00596219 0.08723028 0.09546745 0.0083092 ]
[0.14622197 0.19953415 0.02598605 0.25833467 0.33548927 0.03443425],[0.06944515 0.10263484 0.00422456 0.08170715 0.10170866 0.00751832]
[0.13236669 0.20822917 0.02886041 0.27119592 0.31833902 0.04100909],[0.06211121 0.10739351 0.00476336 0.09065651 0.09741586 0.01100415]
[0.143403   0.22309867 0.03151674 0.25832722 0.30736244 0.03629185],[0.07296007 0.11235582 0.00602674 0.08147077 0.09473316 0.00808906]
[0.12406336 0.23313834 0.02847172 0.26399377 0.31126493 0.03906768],[0.05573076 0.1178281  0.00388112 0.08285111 0.09262974 0.00851229]
[0.11852846 0.22918397 0.03671473 0.26880988 0.303166   0.0435968 ],[0.05287458 0.11084947 0.00657804 0.08598954 0.08948451 0.00916112]
[0.14080358 0.20412114 0.02792987 0.27167413 0.31407452 0.04139643],[0.07061852 0.10438134 0.00466148 0.09251236 0.09738776 0.00964525]
[0.15707497 0.22245775 0.02557254 0.26182926 0.2934688  0.03959586],[0.07697429 0.1138813  0.00363347 0.08777785 0.09101587 0.00981248]
[0.14046563 0.23242241 0.02843289 0.2616984  0.29935867 0.03762248],[0.06754779 0.12139409 0.00475021 0.08942533 0.09527887 0.00869604]
[0.13652126 0.20354511 0.03007367 0.27650633 0.31294733 0.04040642],[0.06520723 0.10384763 0.0056507  0.09098849 0.09590119 0.00991653]
[0.13122523 0.19950865 0.03025325 0.2691919  0.32806793 0.04175257],[0.05454559 0.10257554 0.00529418 0.08280943 0.0951409  0.00987071]
[0.12171979 0.24345934 0.0331896  0.26148212 0.2924305  0.04771874],[0.05695173 0.12450427 0.00670568 0.08717274 0.0946035  0.01697273]
[0.10929941 0.23997106 0.02745517 0.2620807  0.32398522 0.03720856],[0.04990295 0.12744917 0.00430801 0.08897114 0.10669774 0.00960892]
[0.11882285 0.2133577  0.03255828 0.26734856 0.33335826 0.03455413],[0.05374499 0.11036944 0.00728191 0.08888069 0.10487426 0.00599822]
[0.13578598 0.19517936 0.03169825 0.27146527 0.3315456  0.03432513],[0.06519574 0.09966067 0.00784401 0.09133128 0.10473744 0.0066821 ]
[0.13016008 0.24026218 0.0283199  0.27091044 0.29848108 0.03186637],[0.06176877 0.12365322 0.00570874 0.09204568 0.09309523 0.00558715]
[0.14104141 0.22988881 0.02820198 0.2608011  0.30244333 0.03762381],[0.06793153 0.11917548 0.00502015 0.08500416 0.09399784 0.0092242 ]
[0.13556272 0.21930774 0.02701187 0.2665602  0.31211284 0.03944424],[0.066113   0.11601498 0.0044628  0.08764134 0.09854705 0.01145243]
[0.14169736 0.21778001 0.03316034 0.24975036 0.31928363 0.03832821],[0.07019085 0.10872637 0.00575457 0.07559811 0.09250849 0.00744258]
[0.14142755 0.22071436 0.02875427 0.26775846 0.3017986  0.03954619],[0.0693226  0.11040331 0.00365941 0.08815209 0.09390279 0.0099086 ]
[0.12516855 0.2182617  0.03026507 0.28121358 0.30442312 0.04066783],[0.05791546 0.1108148  0.00506799 0.09198874 0.09250197 0.01119849]
[0.12689148 0.21294534 0.03035337 0.2746663  0.31364036 0.04150295],[0.05593822 0.10975627 0.00608567 0.08974609 0.09575372 0.01033482]
[0.11489039 0.22431524 0.03584137 0.2721114  0.31678864 0.03605296],[0.04553798 0.11067238 0.01119471 0.0877825  0.09865235 0.00799278]
[0.1331863  0.21079706 0.03384512 0.28208375 0.3037769  0.0363112 ],[0.05782065 0.10316692 0.00900295 0.08892547 0.09152212 0.00767526]
[0.13375476 0.19842426 0.03082065 0.25293475 0.34219253 0.04187315],[0.06311626 0.10277212 0.00641736 0.08218209 0.10352442 0.00974822]
[0.15046199 0.19996592 0.02715622 0.2629564  0.32113764 0.03832176],[0.06842127 0.1056782  0.00452734 0.08472148 0.09491577 0.00829972]
[0.13593172 0.20598471 0.02716307 0.27417466 0.32091835 0.03582704],[0.05684535 0.10166191 0.00400222 0.08309991 0.08980809 0.00698711]
[0.13662443 0.21457045 0.02526363 0.25582063 0.33305988 0.03466101],[0.06333365 0.11502123 0.00358353 0.08317511 0.10227664 0.00715352]
[0.1119961  0.21297997 0.02716205 0.25777557 0.35583982 0.03424587],[0.05260838 0.11429659 0.00479026 0.0854932  0.11086604 0.00652058]
[0.10035009 0.20351584 0.025025   0.26307735 0.37837356 0.02965802],[0.04255941 0.11007169 0.00434941 0.08943774 0.12064448 0.00540698]
[0.11667754 0.19192597 0.02790715 0.27524477 0.35008687 0.03815825],[0.05068699 0.09814824 0.00400113 0.09159102 0.10889567 0.0087442 ]
[0.12014831 0.2230003  0.02962762 0.26521736 0.32711953 0.03488736],[0.05259848 0.11082147 0.00449666 0.0854788  0.09941974 0.00646323]
[0.13687149 0.21221854 0.02846879 0.26605436 0.32260266 0.03378403],[0.06617314 0.11154106 0.00514986 0.08605032 0.10059213 0.00615897]
[0.13116516 0.21450838 0.02864936 0.26363963 0.32030112 0.04173614],[0.05855104 0.1092132  0.00409934 0.08269765 0.09573183 0.01039645]
[0.10496318 0.20938557 0.04068838 0.24227855 0.3603066  0.04237758],[0.04421371 0.10475135 0.01125406 0.07553123 0.10954642 0.00957973]
[0.11987776 0.18257353 0.03575587 0.2420759  0.38157642 0.03813982],[0.05364186 0.09189437 0.01102109 0.07532753 0.11566611 0.00831082]
[0.12701336 0.19486958 0.0300965  0.25456733 0.35740316 0.03604981],[0.05811388 0.10050656 0.00693045 0.07585092 0.10269846 0.00686847]
[0.13021705 0.20952927 0.02715751 0.27152336 0.32650134 0.03507121],[0.06239038 0.11177064 0.00441377 0.09062121 0.10374377 0.00731555]
[0.13486198 0.17498168 0.03179952 0.27780166 0.34169516 0.03885959],[0.06281708 0.08950041 0.00856469 0.08740071 0.10141848 0.01047902]
[0.15283228 0.2104359  0.02757292 0.25087428 0.3200626  0.03822194],[0.07525805 0.10916248 0.00444495 0.08017643 0.10148256 0.00932969]
[0.12997442 0.2060874  0.02574775 0.2732257  0.32932118 0.03564309],[0.05878487 0.10435337 0.00468602 0.08710533 0.09926926 0.00820641]
[0.13065548 0.19520187 0.0232346  0.27468574 0.34484464 0.0313772 ],[0.05984888 0.10065227 0.00252484 0.08465222 0.10037417 0.00565208]
[0.11523739 0.19718075 0.02580422 0.26528752 0.35842055 0.03806974],[0.05453807 0.10320332 0.00423223 0.08700561 0.10876556 0.01190584]
[0.1225254  0.2153929  0.03275467 0.2527386  0.33521858 0.04137014],[0.05325315 0.10663528 0.00763939 0.07740113 0.09604012 0.00932762]
[0.12110609 0.22277135 0.03256225 0.2787974  0.30578393 0.03897897],[0.05640589 0.10923282 0.00499694 0.08957285 0.0950204  0.00912929]
[0.12055271 0.19811898 0.02695492 0.27085206 0.34308183 0.04043962],[0.05622113 0.09944673 0.00388079 0.0862658  0.10030547 0.00889757]
[0.13283525 0.21672839 0.02762245 0.24286583 0.34682983 0.03311758],[0.06272934 0.11215264 0.00476153 0.07318272 0.10798257 0.00663661]
[0.13916343 0.18533058 0.02452915 0.27987948 0.33678553 0.03431219],[0.06532331 0.09685267 0.00411751 0.0841226  0.09938908 0.00782021]
[0.15520395 0.1770487  0.02935253 0.2748082  0.32398176 0.03960443],[0.0748177  0.08853254 0.00563686 0.08857445 0.09698101 0.00922642]
[0.15018795 0.19481346 0.02831648 0.24018855 0.3495478  0.03694556],[0.07046564 0.09747394 0.00511399 0.07242651 0.10387932 0.00620157]
[0.13025741 0.20690869 0.02821847 0.2554362  0.34113935 0.0380409 ],[0.0647185  0.1074047  0.00486657 0.08565816 0.10901682 0.00875016]
[0.1239014  0.19410868 0.03266215 0.2703564  0.33474338 0.0442282 ],[0.05816831 0.10127127 0.00715644 0.08757674 0.10254174 0.01184353]
[0.15254994 0.20031287 0.02784276 0.2767761  0.30469862 0.03781964],[0.07396542 0.10287665 0.00505308 0.09290798 0.098283   0.00907658]
[0.13744308 0.23052879 0.02313265 0.28631392 0.28877813 0.03380316],[0.06596032 0.1219142  0.00246788 0.09695606 0.09242344 0.00811861]
[0.12148284 0.21303426 0.03217544 0.28807142 0.30869544 0.03654065],[0.05246939 0.10706358 0.00588041 0.09407341 0.09211296 0.00722604]
[0.11813354 0.19336796 0.0247994  0.27210227 0.35805044 0.03354649],[0.04898271 0.09914205 0.00385623 0.08352043 0.10443876 0.00712464]
[0.11834124 0.20328005 0.02770251 0.28508842 0.33158597 0.03400202],[0.05263977 0.10419561 0.00523911 0.08887437 0.09620887 0.00666451]
[0.11672792 0.21229185 0.03102958 0.25890338 0.3413346  0.03971197],[0.05221316 0.1056558  0.00625105 0.08067536 0.09824154 0.00834851]
[0.1199089  0.22171625 0.02768308 0.26580003 0.33188906 0.03300232],[0.05256549 0.11732657 0.00612013 0.08417486 0.10228952 0.00611008]
[0.1258805  0.2622427  0.02685537 0.24868144 0.30236927 0.03397045],[0.05860265 0.13310465 0.00504168 0.08333194 0.0997307  0.00765907]
[0.1210661  0.21997535 0.03149395 0.2769936  0.315254   0.03521718],[0.05129916 0.10681299 0.00686418 0.08658337 0.09497057 0.00754921]
[0.11822262 0.22960486 0.03003018 0.29524878 0.29344285 0.03345088],[0.05022754 0.11593329 0.00548938 0.09379774 0.09095027 0.007103  ]
[0.13671781 0.2297876  0.0303678  0.27589208 0.29257566 0.03465972],[0.06335553 0.11936037 0.00614101 0.08942196 0.09156808 0.00599812]
[0.13050696 0.21827509 0.03384236 0.26474667 0.3138793  0.03874974],[0.05716575 0.11301482 0.00935918 0.07764805 0.09236344 0.0090356 ]
[0.1232482  0.18998392 0.0328384  0.28421667 0.32641673 0.04329622],[0.05477322 0.09326582 0.0069441  0.08876394 0.09345386 0.0098451 ]
[0.13089749 0.20198092 0.03604213 0.26333755 0.31601354 0.05172895],[0.06051887 0.10009141 0.00699495 0.08594554 0.09884843 0.0162272 ]
[0.12526585 0.20590071 0.03032387 0.26243362 0.3386458  0.03743006],[0.05113408 0.10044314 0.00620463 0.07951164 0.09756397 0.00822911]
[0.13551052 0.20264095 0.02789513 0.26561084 0.3322889  0.03605374],[0.0615231  0.10107177 0.00396022 0.08034905 0.0961018  0.0075154 ]
[0.14473361 0.21132605 0.02868119 0.2579832  0.3196189  0.0376574 ],[0.06751342 0.10513742 0.00412151 0.07798502 0.09536128 0.00840184]
[0.12304068 0.20162247 0.03193815 0.2625296  0.34089175 0.03997763],[0.0564277  0.10297881 0.00543849 0.08676438 0.10583999 0.00782554]
[0.13226299 0.21121885 0.03051513 0.26109165 0.32842302 0.0364878 ],[0.06186055 0.10322835 0.00523301 0.07843373 0.09642065 0.00667349]
[0.12263447 0.2057824  0.02863659 0.2785375  0.32504728 0.03936215],[0.05480241 0.10601757 0.0043357  0.08803074 0.09903705 0.00988927]
[0.12792318 0.18506655 0.02636025 0.26657254 0.35423136 0.03984659],[0.06048525 0.09358215 0.00300814 0.0849995  0.10605741 0.00886713]
[0.11924245 0.187902   0.0288184  0.2876041  0.33431256 0.0421203 ],[0.05541514 0.0948606  0.00438927 0.09438005 0.1025616  0.01160045]
[0.13415559 0.20138736 0.02549792 0.25784734 0.3460798  0.03503216],[0.0647919  0.10835071 0.00341011 0.08343436 0.11160657 0.00772638]
[0.1230188  0.20081651 0.02737134 0.2953054  0.3185551  0.0349331 ],[0.05423792 0.10221435 0.00440631 0.09333877 0.09825109 0.00769374]
[0.14089583 0.19091368 0.0266933  0.28992352 0.31496012 0.03661338],[0.05949019 0.09627339 0.00398651 0.08843717 0.09203708 0.00831046]
[0.11781207 0.18794541 0.0269709  0.29084527 0.3287041  0.04772186],[0.04936526 0.09831077 0.00455179 0.09125997 0.09342434 0.01551308]
[0.13335036 0.2381676  0.02754459 0.2642974  0.29946527 0.0371749 ],[0.06303107 0.12272232 0.00555672 0.0871262  0.09606441 0.01000334]
[0.12990853 0.19924264 0.0261565  0.28235722 0.32487044 0.03746487],[0.0563012  0.10315732 0.0042657  0.08899247 0.09708465 0.01047462]
[0.1274046  0.18960004 0.02421747 0.2667806  0.35553572 0.03646187],[0.05764975 0.09874047 0.00385775 0.08401422 0.10408963 0.00912633]
[0.14148672 0.192033   0.02858105 0.26570082 0.33651805 0.03568031],[0.06502743 0.09991954 0.00568721 0.08230953 0.10405336 0.00764635]
[0.13987423 0.19388075 0.02848802 0.26224616 0.33053678 0.04497426],[0.06800261 0.09876442 0.00511429 0.08288645 0.09840862 0.01490191]
[0.1259694  0.18968315 0.0296713  0.2800087  0.33533302 0.03933458],[0.05461046 0.09333806 0.00554423 0.08489738 0.09725151 0.0098371 ]
[0.14592135 0.18844861 0.0283634  0.28171057 0.31916615 0.03639   ],[0.06651877 0.0952917  0.00460961 0.0842695  0.09297654 0.00861191]
[0.13361965 0.20958619 0.02522708 0.25457302 0.3401221  0.03687246],[0.06005416 0.1042265  0.00331074 0.07986005 0.10195616 0.00815741]
[0.11375239 0.21418011 0.03092858 0.2601706  0.3452302  0.03573846],[0.05046007 0.10882354 0.00617348 0.07849973 0.10253029 0.00767601]
[0.11945534 0.25933176 0.02951474 0.25142768 0.30822366 0.03204665],[0.05634516 0.13336454 0.00635908 0.08411261 0.09866631 0.00601476]
[0.11885726 0.22423111 0.02939878 0.26288795 0.32800075 0.0366244 ],[0.05564508 0.11890875 0.00597924 0.08655356 0.10165224 0.00852193]
