[0.136736   0.20787491 0.02740341 0.2547752  0.33772334 0.03548659],[0.06737106 0.11290763 0.00576148 0.08372963 0.10748795 0.00916462]
[0.12363654 0.21992382 0.03517083 0.25646892 0.3229903  0.04180978],[0.05657024 0.10906751 0.00874645 0.07945486 0.09803419 0.01114198]
[0.1092621  0.22875787 0.03367404 0.25702474 0.33311343 0.03816774],[0.04853809 0.11212278 0.00626705 0.08094748 0.10170691 0.00810617]
[0.11787284 0.21097668 0.02932927 0.25026733 0.35357887 0.037975  ],[0.05413801 0.10475291 0.00484467 0.08110635 0.10765394 0.00833293]
[0.1382566  0.20801835 0.02776299 0.25550038 0.33174297 0.03871872],[0.06619556 0.10708704 0.00390852 0.08448746 0.10356267 0.00890888]
[0.14240855 0.19620645 0.02636738 0.27304214 0.32185125 0.04012446],[0.06696217 0.10489436 0.00387338 0.08917814 0.09770762 0.01053551]
[0.15240581 0.18424484 0.02923862 0.26275676 0.32625878 0.04509537],[0.07386669 0.09855348 0.00531995 0.08870552 0.10183366 0.01442684]
[0.13651338 0.18072267 0.03057921 0.28952703 0.31988174 0.04277635],[0.06257221 0.09358701 0.00505196 0.08662022 0.08968511 0.01051368]
[0.1297081  0.19551775 0.03147993 0.30271152 0.29880837 0.04177487],[0.05749685 0.10148644 0.00637052 0.09990768 0.09074533 0.01021486]
[0.12105573 0.2124158  0.03036937 0.25952125 0.33279967 0.04383781],[0.05639    0.11181057 0.00489787 0.08024843 0.09729741 0.01113748]
[0.13052894 0.21007532 0.03138022 0.26785883 0.32585576 0.03430081],[0.06518241 0.10976084 0.00804171 0.08152597 0.09896978 0.00690773]
[0.13781938 0.20901038 0.02744349 0.255499   0.32895115 0.04127687],[0.06295168 0.10770456 0.00455546 0.07559323 0.09426009 0.01128573]
[0.12683761 0.21380156 0.02798806 0.2594512  0.3337997  0.03812199],[0.0580421  0.10554515 0.00430891 0.07894217 0.0970973  0.00851479]
[0.12299697 0.21667413 0.03018101 0.26584834 0.32896012 0.03533999],[0.05461191 0.10794624 0.00619853 0.08246911 0.09719401 0.00687636]
[0.11868837 0.22174487 0.03139124 0.24665779 0.3431979  0.03832027],[0.05185395 0.11116428 0.00713375 0.08149987 0.1054271  0.00795922]
[0.13181907 0.21212986 0.02929252 0.27244788 0.31770223 0.03660813],[0.05855597 0.11051701 0.00541354 0.08512864 0.09607847 0.00767439]
[0.13808063 0.19312075 0.02890326 0.2673799  0.3332419  0.03927341],[0.06663513 0.10059532 0.00466994 0.08459824 0.10103179 0.01016594]
[0.12668905 0.20139872 0.0311976  0.26418883 0.32214394 0.05438199],[0.05640236 0.09627211 0.00448757 0.086626   0.0982908  0.02097476]
[0.12294986 0.21760051 0.03126986 0.27349466 0.31192052 0.04276542],[0.05524977 0.10561385 0.00597003 0.08967346 0.09276285 0.01112628]
[0.12106986 0.19686073 0.03287923 0.2847627  0.3213902  0.04303726],[0.05515956 0.09960975 0.00707072 0.09627293 0.09689208 0.01134016]
[0.11646518 0.21700592 0.02825523 0.28474864 0.31282827 0.0406963 ],[0.05354286 0.11014161 0.00465887 0.09845267 0.09740298 0.01022511]
[0.14227526 0.21337947 0.02529527 0.27577677 0.30949035 0.0337836 ],[0.06607112 0.11045035 0.00356577 0.0910187  0.09973761 0.00734696]
[0.14970233 0.20453152 0.02572712 0.26457936 0.31298697 0.04247347],[0.07003562 0.10691441 0.00380881 0.08448937 0.09579075 0.01240405]
[0.132068   0.22248188 0.03151429 0.25950143 0.30923226 0.04520283],[0.05917301 0.10923142 0.00603288 0.08234567 0.09302858 0.01205091]
[0.13440372 0.2034752  0.02829514 0.25188226 0.34474966 0.03719357],[0.05781813 0.10170139 0.00475201 0.07266055 0.09800677 0.00773546]
[0.13605878 0.20193622 0.0286884  0.28030157 0.31674173 0.03627332],[0.0678502  0.10440014 0.00523677 0.08745652 0.09351687 0.00776156]
[0.11955685 0.20480101 0.03055933 0.25816596 0.3476501  0.03926739],[0.05170651 0.10161129 0.00537309 0.07629715 0.10250967 0.00968272]
[0.11565948 0.22428626 0.03164665 0.27742645 0.30940574 0.04157554],[0.05506665 0.11434182 0.00504961 0.09020409 0.09449611 0.01114281]
[0.1246515  0.23245004 0.02909109 0.2616618  0.315375   0.03677036],[0.05426993 0.11745295 0.00540949 0.08261505 0.09600644 0.00812104]
[0.12635927 0.2076059  0.02749794 0.2764133  0.32640275 0.03572139],[0.05941707 0.10529984 0.00470712 0.0883556  0.10051766 0.00866336]
[0.11794525 0.21419166 0.03331576 0.26924723 0.32302216 0.04227725],[0.05206109 0.10673964 0.00678052 0.08554577 0.09758023 0.0107469 ]
[0.13518494 0.1855755  0.02782237 0.27890435 0.33252534 0.03998755],[0.05811415 0.09510337 0.00386869 0.08244773 0.0942032  0.01014855]
[0.12563302 0.19786926 0.02778492 0.2645889  0.34488708 0.03923691],[0.05602502 0.10174701 0.00406011 0.07853957 0.10011315 0.00920321]
[0.12453116 0.18679544 0.03112737 0.27659115 0.3433903  0.03756505],[0.0554103  0.09369827 0.00639145 0.08076137 0.09654507 0.00755665]
[0.12673883 0.18514943 0.02953705 0.28140354 0.343016   0.03415586],[0.05885083 0.09615245 0.0061852  0.08852117 0.10187786 0.00625079]
[0.12580203 0.20750932 0.03153526 0.2750063  0.3268204  0.03332551],[0.05588898 0.10457741 0.00791033 0.08973131 0.09916147 0.00541429]
